age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
31,technician,single,university.degree,0,0,0,cellular,259,1,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
34,services,single,high.school,0,0,0,cellular,202,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
50,entrepreneur,married,basic.4y,0,1,0,cellular,286,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
54,admin.,married,university.degree,0,0,1,cellular,98,4,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
31,admin.,married,high.school,0,1,0,cellular,97,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
29,unemployed,married,professional.course,0,1,0,cellular,170,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
31,management,single,university.degree,0,1,0,cellular,129,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
34,management,single,professional.course,0,1,0,cellular,400,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
35,unemployed,divorced,professional.course,0,0,0,cellular,282,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
50,entrepreneur,married,basic.9y,0,1,0,cellular,241,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
36,management,married,university.degree,0,1,0,cellular,267,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
38,self-employed,married,professional.course,0,0,0,cellular,1788,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,1
56,retired,divorced,university.degree,0,1,0,cellular,972,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
32,blue-collar,married,basic.4y,0,0,0,telephone,194,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
34,blue-collar,married,basic.4y,0,1,0,cellular,87,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
33,entrepreneur,married,high.school,0,0,0,cellular,143,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
35,blue-collar,married,basic.6y,0,1,0,cellular,372,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
33,admin.,single,university.degree,0,1,1,cellular,86,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
39,technician,single,professional.course,0,1,0,cellular,58,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
30,management,single,high.school,0,0,1,cellular,117,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
49,entrepreneur,married,high.school,0,0,0,telephone,177,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
36,housemaid,divorced,basic.4y,0,0,0,cellular,84,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
50,housemaid,married,basic.4y,0,1,0,telephone,150,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,1
36,housemaid,divorced,basic.4y,0,1,0,cellular,171,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
34,technician,single,professional.course,0,1,0,cellular,131,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
39,self-employed,married,university.degree,0,0,0,cellular,115,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
31,admin.,married,university.degree,0,1,0,telephone,174,3,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
37,technician,married,professional.course,0,1,0,cellular,238,3,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
32,blue-collar,married,basic.9y,0,1,0,cellular,61,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
40,blue-collar,single,high.school,0,1,0,cellular,139,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
54,technician,married,university.degree,0,0,0,cellular,810,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
32,blue-collar,married,basic.9y,0,0,0,telephone,296,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
57,management,married,university.degree,0,0,1,cellular,218,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
38,management,married,basic.9y,0,1,0,cellular,390,3,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
40,admin.,married,professional.course,0,1,0,cellular,271,5,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
47,management,married,university.degree,0,0,0,telephone,195,3,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
52,entrepreneur,married,basic.4y,0,0,0,cellular,173,7,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
42,self-employed,single,basic.4y,0,1,0,cellular,100,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
38,admin.,married,high.school,0,1,0,cellular,192,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
34,management,married,university.degree,0,1,1,cellular,411,3,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
30,entrepreneur,single,basic.9y,0,1,0,cellular,108,5,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
36,housemaid,divorced,basic.4y,0,1,0,cellular,163,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
45,entrepreneur,married,basic.4y,0,1,0,cellular,167,5,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
47,admin.,married,university.degree,0,0,0,cellular,1014,3,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
57,retired,married,high.school,0,0,0,cellular,486,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
34,admin.,married,university.degree,0,0,0,cellular,140,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
36,blue-collar,married,basic.9y,0,0,1,cellular,160,3,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
38,technician,single,basic.9y,0,1,0,cellular,425,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
37,management,married,university.degree,0,1,1,cellular,84,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
35,admin.,married,university.degree,0,0,1,telephone,79,4,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
29,admin.,divorced,high.school,0,1,0,cellular,920,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
36,blue-collar,married,basic.9y,0,1,0,cellular,893,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
36,management,single,university.degree,0,1,0,cellular,240,3,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
40,technician,married,professional.course,0,1,0,telephone,33,4,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
32,blue-collar,married,basic.6y,0,1,0,cellular,203,3,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
40,admin.,divorced,basic.9y,0,1,0,cellular,394,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
51,admin.,married,basic.9y,0,0,1,cellular,515,3,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
52,technician,married,professional.course,0,1,1,telephone,285,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
30,services,married,high.school,0,1,0,cellular,65,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
35,services,divorced,basic.9y,0,1,1,cellular,62,6,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
30,services,married,high.school,0,0,0,cellular,200,1,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
29,technician,divorced,professional.course,0,0,0,cellular,55,1,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
31,technician,married,university.degree,0,1,0,cellular,39,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
30,services,married,high.school,0,1,0,cellular,493,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
50,admin.,married,university.degree,0,0,0,telephone,40,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
50,admin.,married,university.degree,0,0,0,cellular,99,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
39,blue-collar,married,basic.9y,0,1,0,cellular,741,4,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,1
50,admin.,married,university.degree,0,0,1,cellular,189,1,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
34,self-employed,single,high.school,0,1,0,cellular,581,4,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
46,admin.,married,high.school,0,1,0,cellular,154,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
43,technician,married,professional.course,0,1,0,cellular,166,3,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
41,admin.,single,university.degree,0,1,0,cellular,105,5,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
33,housemaid,married,high.school,0,0,0,cellular,188,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
42,self-employed,divorced,professional.course,0,1,0,cellular,491,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
35,admin.,single,university.degree,0,1,0,telephone,263,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
58,blue-collar,married,basic.9y,0,0,0,cellular,64,1,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
35,blue-collar,married,professional.course,0,1,0,cellular,139,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
53,services,divorced,university.degree,0,1,1,cellular,105,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
58,blue-collar,married,basic.9y,0,1,0,cellular,80,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
58,blue-collar,married,basic.9y,0,1,0,cellular,180,1,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
58,blue-collar,married,basic.9y,0,1,0,cellular,158,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
35,admin.,single,university.degree,0,0,0,cellular,898,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,1
36,blue-collar,married,basic.6y,0,0,0,cellular,111,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
36,blue-collar,married,basic.6y,0,0,0,cellular,246,1,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
34,technician,divorced,professional.course,0,1,0,cellular,83,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
32,blue-collar,married,basic.9y,0,1,0,cellular,247,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
43,housemaid,single,basic.9y,0,0,0,cellular,173,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
48,technician,single,university.degree,0,1,1,cellular,193,4,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
48,self-employed,married,university.degree,0,1,0,cellular,141,2,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
31,self-employed,single,university.degree,0,1,0,telephone,176,4,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
34,technician,married,basic.9y,0,0,0,cellular,106,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
34,technician,married,basic.9y,0,1,0,cellular,66,1,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
34,technician,married,basic.9y,0,0,0,cellular,110,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
34,admin.,married,high.school,0,0,0,cellular,201,3,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
29,unemployed,divorced,university.degree,0,1,0,telephone,366,3,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
43,admin.,married,high.school,0,1,0,telephone,82,6,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
44,management,married,basic.9y,0,1,0,cellular,129,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
36,admin.,married,high.school,0,1,0,cellular,136,5,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
34,technician,single,high.school,0,1,0,telephone,251,4,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
42,admin.,married,high.school,0,0,0,cellular,203,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
37,entrepreneur,married,university.degree,0,0,0,cellular,543,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,1
36,technician,single,professional.course,0,1,0,telephone,34,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
33,technician,single,high.school,0,1,0,telephone,1476,3,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
36,technician,single,professional.course,0,1,0,cellular,216,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
37,technician,married,professional.course,0,1,0,cellular,252,2,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
33,admin.,single,high.school,0,0,0,cellular,436,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
42,blue-collar,married,basic.6y,0,1,1,cellular,288,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
37,technician,married,professional.course,0,1,0,telephone,164,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
37,technician,married,professional.course,0,0,0,cellular,91,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
30,technician,married,professional.course,0,0,0,cellular,679,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
37,technician,married,professional.course,0,1,0,cellular,400,1,999,0,nonexistent,93.2,-42.0,4.1530000000000005,5195.8,0
36,technician,single,professional.course,0,1,0,cellular,1132,1,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,1
37,technician,married,professional.course,0,0,0,cellular,372,1,999,1,failure,93.2,-42.0,4.1530000000000005,5195.8,0
56,management,divorced,university.degree,0,0,0,cellular,90,2,999,0,nonexistent,93.2,-42.0,,5195.8,0
30,blue-collar,married,basic.4y,0,1,0,cellular,77,2,999,0,nonexistent,93.2,-42.0,,5195.8,0
34,entrepreneur,single,basic.9y,0,0,1,cellular,139,3,999,0,nonexistent,93.2,-42.0,,5195.8,0
38,technician,divorced,high.school,0,0,0,telephone,59,5,999,0,nonexistent,93.2,-42.0,,5195.8,0
31,blue-collar,married,basic.9y,0,1,0,cellular,167,3,999,0,nonexistent,93.2,-42.0,,5195.8,0
35,technician,married,professional.course,0,0,0,cellular,427,3,999,0,nonexistent,93.2,-42.0,,5195.8,0
35,admin.,single,university.degree,0,0,0,cellular,187,5,999,0,nonexistent,93.2,-42.0,,5195.8,0
30,blue-collar,married,basic.9y,0,0,0,cellular,308,5,999,0,nonexistent,93.2,-42.0,,5195.8,0
40,blue-collar,married,basic.4y,0,1,0,telephone,178,5,999,1,failure,93.2,-42.0,,5195.8,0
43,self-employed,married,basic.4y,0,0,1,cellular,206,5,999,0,nonexistent,93.2,-42.0,,5195.8,0
29,management,single,university.degree,0,0,0,cellular,89,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
29,management,single,university.degree,0,0,0,cellular,62,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
29,admin.,single,university.degree,0,0,0,cellular,308,4,999,0,nonexistent,93.2,-42.0,,5195.8,0
32,entrepreneur,married,basic.6y,0,1,1,cellular,56,2,999,0,nonexistent,93.2,-42.0,,5195.8,0
29,management,single,university.degree,0,0,0,cellular,209,1,999,1,failure,93.2,-42.0,,5195.8,0
29,management,single,university.degree,0,1,0,telephone,103,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
31,blue-collar,married,basic.4y,0,1,1,cellular,98,2,999,0,nonexistent,93.2,-42.0,,5195.8,0
31,blue-collar,single,high.school,0,1,0,cellular,180,3,999,0,nonexistent,93.2,-42.0,,5195.8,0
33,admin.,married,university.degree,0,1,1,cellular,84,3,999,0,nonexistent,93.2,-42.0,,5195.8,0
33,management,married,university.degree,0,0,1,cellular,113,1,999,1,failure,93.2,-42.0,,5195.8,0
41,admin.,married,basic.9y,0,1,0,cellular,135,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
36,management,married,university.degree,0,1,0,cellular,157,4,999,0,nonexistent,93.2,-42.0,,5195.8,0
33,management,married,university.degree,0,1,1,cellular,299,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
33,services,divorced,high.school,0,1,0,cellular,100,1,999,1,failure,93.2,-42.0,,5195.8,0
35,technician,single,high.school,0,1,1,cellular,819,3,999,0,nonexistent,93.2,-42.0,,5195.8,1
34,admin.,single,high.school,0,0,0,cellular,347,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
31,admin.,single,high.school,0,0,0,cellular,511,1,999,0,nonexistent,93.2,-42.0,,5195.8,1
32,blue-collar,single,high.school,0,1,1,cellular,126,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
32,blue-collar,single,high.school,0,1,0,cellular,108,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
34,admin.,single,high.school,0,0,0,cellular,740,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
49,management,divorced,university.degree,0,0,0,cellular,364,2,6,1,success,93.2,-42.0,,5195.8,0
30,entrepreneur,married,high.school,0,0,0,cellular,706,1,999,1,failure,93.2,-42.0,,5195.8,0
48,blue-collar,single,basic.9y,0,1,0,cellular,43,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
33,management,married,high.school,0,0,1,cellular,375,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
33,services,single,high.school,0,1,1,cellular,125,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
38,blue-collar,married,basic.9y,0,1,0,cellular,112,1,999,1,failure,93.2,-42.0,,5195.8,0
46,admin.,divorced,university.degree,0,1,1,cellular,184,2,999,1,failure,93.2,-42.0,,5195.8,0
41,management,married,university.degree,0,0,0,cellular,140,1,999,1,failure,93.2,-42.0,,5195.8,0
58,retired,married,professional.course,0,0,0,cellular,189,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
41,management,married,university.degree,0,0,0,cellular,192,1,999,1,failure,93.2,-42.0,,5195.8,0
44,services,single,high.school,0,0,0,cellular,305,4,999,0,nonexistent,93.2,-42.0,,5195.8,0
48,housemaid,married,basic.6y,0,0,0,cellular,167,4,999,0,nonexistent,93.2,-42.0,,5195.8,0
48,admin.,single,professional.course,0,0,0,cellular,207,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
32,blue-collar,married,high.school,0,1,0,cellular,104,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
30,blue-collar,single,basic.9y,0,0,0,cellular,30,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
29,blue-collar,married,basic.9y,0,1,1,cellular,133,1,999,1,failure,93.2,-42.0,,5195.8,0
58,retired,married,professional.course,0,0,0,cellular,577,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
38,admin.,single,university.degree,0,1,0,cellular,305,1,999,1,failure,93.2,-42.0,,5195.8,0
30,blue-collar,single,basic.9y,0,0,0,cellular,204,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
40,self-employed,married,university.degree,0,0,0,cellular,210,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
47,admin.,married,basic.9y,0,1,0,cellular,126,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
38,technician,divorced,high.school,0,1,0,telephone,137,4,999,1,failure,93.2,-42.0,,5195.8,0
48,admin.,single,professional.course,0,1,0,cellular,530,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
35,management,married,university.degree,0,1,0,cellular,400,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
32,technician,single,professional.course,0,0,0,cellular,295,1,999,1,failure,93.2,-42.0,,5195.8,0
36,technician,married,university.degree,0,0,0,cellular,221,4,999,0,nonexistent,93.2,-42.0,,5195.8,0
39,blue-collar,married,basic.9y,0,1,0,cellular,158,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
32,technician,single,university.degree,0,1,0,cellular,58,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
45,technician,married,professional.course,0,0,0,cellular,193,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
31,management,single,university.degree,0,0,0,cellular,187,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
46,management,divorced,high.school,0,0,0,cellular,499,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
38,admin.,married,high.school,0,1,0,telephone,125,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
44,services,single,high.school,0,1,1,cellular,277,4,999,0,nonexistent,93.2,-42.0,,5195.8,0
32,unemployed,divorced,high.school,0,0,0,cellular,194,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
48,admin.,single,university.degree,0,1,0,cellular,210,2,999,0,nonexistent,93.2,-42.0,,5195.8,0
39,technician,married,professional.course,0,0,0,telephone,70,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
31,unemployed,single,professional.course,0,1,0,cellular,192,1,0,1,success,93.2,-42.0,,5195.8,0
31,admin.,married,university.degree,0,1,0,cellular,162,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
37,management,married,university.degree,0,1,0,cellular,140,1,999,1,failure,93.2,-42.0,,5195.8,0
29,admin.,divorced,basic.9y,0,1,0,cellular,134,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
30,self-employed,married,high.school,0,0,0,cellular,67,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
32,unemployed,divorced,high.school,0,1,0,cellular,351,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
33,management,married,university.degree,0,0,0,cellular,143,1,999,1,failure,93.2,-42.0,,5195.8,0
35,self-employed,single,university.degree,0,0,1,cellular,197,1,3,1,success,93.2,-42.0,,5195.8,0
34,technician,married,professional.course,0,1,0,cellular,82,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
41,admin.,single,university.degree,0,1,0,cellular,369,1,999,1,failure,93.2,-42.0,,5195.8,0
44,entrepreneur,married,high.school,0,0,0,cellular,130,1,999,1,failure,93.2,-42.0,,5195.8,0
35,admin.,married,university.degree,0,1,0,cellular,114,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
35,admin.,married,university.degree,0,1,0,cellular,112,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
44,entrepreneur,married,high.school,0,0,0,cellular,289,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
34,technician,married,university.degree,0,1,0,cellular,36,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
34,technician,married,university.degree,0,0,0,cellular,145,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
30,admin.,divorced,university.degree,0,1,0,cellular,589,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
58,management,divorced,university.degree,0,1,0,cellular,168,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
30,management,single,university.degree,0,0,0,cellular,493,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
35,management,married,university.degree,0,1,0,cellular,265,2,999,0,nonexistent,93.2,-42.0,,5195.8,0
34,self-employed,married,university.degree,0,1,0,cellular,905,1,999,1,failure,93.2,-42.0,,5195.8,0
58,management,divorced,university.degree,0,0,0,cellular,418,1,5,1,success,93.2,-42.0,,5195.8,1
43,admin.,married,university.degree,0,0,0,cellular,97,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
35,admin.,married,university.degree,0,0,0,cellular,682,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
33,blue-collar,married,basic.9y,0,1,0,cellular,244,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
51,housemaid,married,high.school,0,0,0,cellular,355,2,999,0,nonexistent,93.2,-42.0,,5195.8,0
29,technician,single,professional.course,0,1,1,telephone,161,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
41,services,divorced,high.school,0,1,0,cellular,296,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
32,technician,married,professional.course,0,1,1,cellular,1554,1,999,0,nonexistent,93.2,-42.0,,5195.8,1
35,admin.,married,university.degree,0,1,0,cellular,820,1,999,0,nonexistent,93.2,-42.0,,5195.8,1
34,technician,married,university.degree,0,1,0,cellular,686,1,999,0,nonexistent,93.2,-42.0,,5195.8,1
45,technician,married,university.degree,0,1,0,cellular,278,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
51,admin.,married,high.school,0,0,0,cellular,286,2,999,0,nonexistent,93.2,-42.0,,5195.8,0
29,technician,single,basic.9y,0,0,1,cellular,224,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
31,technician,single,professional.course,0,0,0,cellular,215,1,999,1,failure,93.2,-42.0,,5195.8,0
29,admin.,married,high.school,0,1,1,cellular,155,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
30,admin.,single,high.school,0,1,1,cellular,236,3,999,0,nonexistent,93.2,-42.0,,5195.8,0
38,technician,divorced,high.school,0,1,0,cellular,110,1,999,1,failure,93.2,-42.0,,5195.8,0
45,technician,married,university.degree,0,1,0,cellular,770,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
29,blue-collar,married,basic.4y,0,0,1,cellular,441,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
32,management,divorced,university.degree,0,0,0,cellular,77,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
50,blue-collar,married,basic.4y,0,1,0,cellular,139,1,999,1,failure,93.2,-42.0,,5195.8,0
29,technician,single,basic.9y,0,1,0,cellular,648,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
33,entrepreneur,married,high.school,0,1,0,cellular,902,2,999,0,nonexistent,93.2,-42.0,,5195.8,0
35,technician,married,high.school,0,0,1,cellular,470,2,999,1,failure,93.2,-42.0,,5195.8,0
36,admin.,single,university.degree,0,0,0,cellular,106,1,999,1,failure,93.2,-42.0,,5195.8,0
36,admin.,single,university.degree,0,1,1,cellular,89,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
36,admin.,single,university.degree,0,1,0,telephone,72,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
48,admin.,married,university.degree,0,1,0,cellular,288,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
32,technician,single,professional.course,0,1,0,cellular,140,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
42,entrepreneur,single,university.degree,0,1,0,cellular,61,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
29,entrepreneur,married,basic.9y,0,1,0,cellular,202,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
38,management,married,university.degree,0,1,0,cellular,64,1,999,1,failure,93.2,-42.0,,5195.8,0
30,admin.,single,high.school,0,1,0,cellular,109,1,999,1,failure,93.2,-42.0,,5195.8,0
29,entrepreneur,married,basic.9y,0,1,0,cellular,336,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
35,admin.,married,university.degree,0,1,0,cellular,925,1,999,0,nonexistent,93.2,-42.0,,5195.8,1
43,blue-collar,married,basic.9y,0,1,0,cellular,239,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
48,admin.,single,university.degree,0,1,0,cellular,473,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
36,admin.,divorced,high.school,0,0,0,cellular,424,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
31,technician,married,university.degree,0,0,0,cellular,298,1,999,1,failure,93.2,-42.0,,5195.8,0
34,admin.,married,high.school,0,0,0,cellular,183,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
36,blue-collar,married,basic.6y,0,1,0,cellular,70,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
36,blue-collar,married,basic.6y,0,1,0,cellular,169,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
48,admin.,single,university.degree,0,0,0,cellular,808,1,999,0,nonexistent,93.2,-42.0,,5195.8,0
